pageResource all api not hava log,the employee does not exist,not find dictionary type=<:NUM:>,[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",AuthSessionVali<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,no employee,can't find addEmp from updateEmp and empMapTo,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,450,138,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-27 20:45:27,0
0,6,230,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 20:47:27,0
0,134,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 20:49:27,0
0,324,368,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 20:51:27,50
0,4,230,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 20:53:27,0
0,450,138,1224,1224,0,0,0,0,0,0,0,2,0,0,2023-10-27 20:55:27,0
0,2,230,120,120,0,0,0,0,0,2,2,2,0,2,2023-10-27 20:57:27,0
0,132,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 20:59:27,0
0,328,506,1270,1270,2,0,0,0,0,0,0,2,0,0,2023-10-27 21:01:27,1694
0,2,138,74,74,0,4,4,0,0,2,2,0,4,2,2023-10-27 21:03:27,58
0,446,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 21:05:27,0
0,16,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-27 21:07:27,0
0,146,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:09:27,0
0,306,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 21:11:27,50
0,12,184,0,0,0,2,2,0,0,0,0,0,0,0,2023-10-27 21:13:27,2
0,444,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:15:27,0
0,8,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 21:17:27,0
0,132,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:19:27,0
0,320,414,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-27 21:21:27,50
0,8,184,0,0,2,0,0,0,0,0,0,2,0,0,2023-10-27 21:23:27,0
0,444,138,1344,1344,0,4,4,2,2,0,0,0,0,0,2023-10-27 21:25:27,0
0,4,230,0,0,2,0,0,0,0,2,2,4,0,2,2023-10-27 21:27:27,12
0,148,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:29:27,0
0,310,460,1344,1344,0,0,0,0,0,0,0,2,0,0,2023-10-27 21:31:27,0
0,4,138,0,0,0,0,0,0,0,2,2,0,4,2,2023-10-27 21:33:27,50
0,450,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:35:27,0
0,8,276,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 21:37:27,0
0,148,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:39:27,0
0,306,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 21:41:27,50
0,6,184,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-27 21:43:27,0
0,450,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:45:27,0
0,2,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 21:47:27,0
0,148,92,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-27 21:49:27,0
0,310,414,1344,1344,2,4,4,2,2,2,2,0,4,2,2023-10-27 21:51:27,50
0,4,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 21:53:27,0
0,448,138,1344,1344,2,4,4,2,2,0,0,0,0,0,2023-10-27 21:55:27,0
0,8,230,0,0,0,0,0,0,0,2,2,4,0,2,2023-10-27 21:57:27,0
0,144,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 21:59:27,0
0,316,552,1344,1344,0,0,0,0,0,0,0,2,4,0,2023-10-27 22:01:27,50
0,2,92,0,0,4,4,4,2,2,2,2,0,0,2,2023-10-27 22:03:27,0
0,446,92,0,0,10,0,0,2,2,0,0,0,0,0,2023-10-27 22:05:27,4
0,12,276,1344,1344,2,2,2,2,2,2,2,4,0,2,2023-10-27 22:07:27,0
0,140,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-27 22:09:27,0
0,310,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 22:11:27,56
0,10,138,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-27 22:13:27,0
0,442,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 22:15:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-27 22:17:27,0
0,148,46,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-27 22:19:27,8
0,310,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 22:21:27,50
0,10,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:23:27,0
0,442,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:25:27,0
0,4,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 22:27:27,0
0,152,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:29:27,0
0,306,414,1344,1344,2,2,2,2,2,2,2,0,4,2,2023-10-27 22:31:27,50
0,4,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 22:33:27,0
0,450,138,1302,1300,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:35:27,0
0,6,230,42,44,0,0,0,0,0,2,2,4,0,2,2023-10-27 22:37:27,0
0,116,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:39:27,0
0,342,460,1344,1344,0,0,0,0,0,0,0,2,0,0,2023-10-27 22:41:27,4
0,4,138,0,0,4,0,0,2,2,2,2,0,4,2,2023-10-27 22:43:27,50
0,448,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-27 22:45:27,0
0,4,276,1344,1344,0,2,2,0,0,2,2,4,0,2,2023-10-27 22:47:27,0
0,122,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:49:27,0
0,334,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 22:51:27,50
0,4,46,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-27 22:53:27,0
0,444,230,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:55:27,0
0,8,184,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 22:57:27,0
0,124,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 22:59:27,0
0,332,506,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-27 23:01:27,50
0,10,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 23:03:27,0
0,448,92,1344,1344,2,4,4,2,2,2,2,0,0,2,2023-10-27 23:05:27,0
0,12,276,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-27 23:07:27,0
0,122,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-27 23:09:27,0
0,328,414,1344,1344,0,0,0,2,2,2,2,2,4,2,2023-10-27 23:11:27,50
0,10,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:13:27,0
0,442,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:15:27,0
0,10,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 23:17:27,0
0,124,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:19:27,4
0,328,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 23:21:27,50
0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:23:27,0
0,448,230,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:25:27,0
0,6,184,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-27 23:27:27,0
0,136,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:29:27,0
0,320,598,1344,1344,2,2,2,2,2,2,2,0,4,2,2023-10-27 23:31:27,52
0,6,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-27 23:33:27,0
0,448,92,1344,1344,4,2,2,2,2,2,2,0,0,2,2023-10-27 23:35:27,0
0,6,276,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-27 23:37:27,0
0,126,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:39:27,0
0,330,368,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 23:41:27,50
0,4,230,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:43:27,0
0,446,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-27 23:45:27,0
0,8,184,1344,1344,4,0,0,0,0,2,2,4,0,2,2023-10-27 23:47:27,0
0,134,138,0,0,2,4,4,4,4,0,0,0,0,0,2023-10-27 23:49:27,0
0,322,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-27 23:51:27,50
0,4,46,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-27 23:53:27,0
0,444,184,0,0,2,4,4,2,2,0,0,2,0,0,2023-10-27 23:55:27,0
0,10,230,1344,1344,10,0,0,0,0,2,2,2,0,2,2023-10-27 23:57:27,0
0,124,46,0,0,2,2,2,4,4,0,0,0,0,0,2023-10-27 23:59:27,0
0,454,552,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 00:01:27,1738
0,10,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 00:03:27,0
0,442,92,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 00:05:27,0
0,8,276,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-28 00:07:27,0
0,132,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:09:27,0
0,324,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 00:11:27,50
0,10,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:13:27,0
0,444,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:15:27,4
0,4,184,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 00:17:27,36
0,136,138,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-28 00:19:27,0
0,318,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 00:21:27,50
0,6,92,0,0,4,0,0,0,0,0,0,0,0,0,2023-10-28 00:23:27,0
0,448,138,0,0,0,2,2,2,2,0,0,2,0,0,2023-10-28 00:25:27,0
0,2,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 00:27:27,0
0,134,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:29:27,0
0,326,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 00:31:27,50
0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:33:27,0
0,450,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:35:27,0
0,4,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 00:37:27,0
0,120,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:39:27,0
0,342,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 00:41:27,50
0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:43:27,0
0,444,184,434,434,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:45:27,0
0,10,138,910,910,0,0,0,0,0,2,2,4,0,2,2023-10-28 00:47:27,0
0,128,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:49:27,0
0,326,414,872,870,0,0,0,0,0,0,0,2,0,0,2023-10-28 00:51:27,4
0,14,184,472,474,0,0,0,0,0,2,2,0,4,2,2023-10-28 00:53:27,50
0,452,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:55:27,0
0,10,276,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 00:57:27,0
0,128,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 00:59:27,0
0,326,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 01:01:27,50
0,8,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:03:27,0
0,444,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:05:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 01:07:27,0
0,114,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:09:27,0
0,344,460,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 01:11:27,50
0,4,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 01:13:27,0
0,448,184,1242,1242,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:15:27,0
0,6,184,102,102,0,0,0,0,0,2,2,4,0,2,2023-10-28 01:17:27,0
0,122,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:19:27,0
0,332,414,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 01:21:27,0
0,6,138,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 01:23:27,50
0,448,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:25:27,0
0,2,276,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 01:27:27,0
0,122,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:29:27,0
0,340,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 01:31:27,50
0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:33:27,0
0,446,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:35:27,0
0,16,230,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 01:37:27,0
0,120,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:39:27,0
0,340,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 01:41:27,50
0,2,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:43:27,0
0,444,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:45:27,0
0,10,184,1344,1344,0,0,0,0,0,2,2,4,0,2,2023-10-28 01:47:27,0
0,128,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:49:27,0
0,322,414,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 01:51:27,0
0,10,138,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 01:53:27,50
0,442,138,0,0,2,4,4,2,2,0,0,2,0,0,2023-10-28 01:55:27,4
0,4,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 01:57:27,0
0,124,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 01:59:27,0
0,344,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 02:01:27,50
0,8,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:03:27,0
0,446,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:05:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 02:07:27,0
0,132,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:09:27,0
0,332,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 02:11:27,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:13:27,0
0,448,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:15:27,0
0,4,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 02:17:27,0
0,118,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:19:27,0
0,338,460,1344,1344,0,0,0,0,0,0,0,2,4,0,2023-10-28 02:21:27,50
0,6,138,0,0,0,0,0,0,0,2,2,0,0,2,2023-10-28 02:23:27,0
0,448,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:25:27,0
0,2,184,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 02:27:27,0
0,124,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:29:27,0
0,336,368,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:31:27,0
0,2,230,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 02:33:27,50
0,446,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:35:27,0
0,10,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 02:37:27,0
0,114,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:39:27,0
0,338,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 02:41:27,50
0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:43:27,0
0,446,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:45:27,0
0,8,276,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 02:47:27,0
0,124,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:49:27,0
0,328,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 02:51:27,54
0,8,184,0,0,4,0,0,2,2,0,0,0,0,0,2023-10-28 02:53:27,0
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 02:55:27,0
0,4,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 02:57:27,0
0,126,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 02:59:27,0
0,332,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 03:01:27,1738
0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:03:27,0
0,448,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:05:27,0
0,8,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 03:07:27,0
0,134,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:09:27,0
0,324,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 03:11:27,50
0,6,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:13:27,0
0,448,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:15:27,0
0,4,184,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 03:17:27,0
0,122,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:19:27,0
0,334,460,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 03:21:27,50
0,4,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:23:27,0
0,444,184,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 03:25:27,0
0,10,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:27:27,0
0,132,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:29:27,0
0,326,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 03:31:27,50
0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:33:27,0
0,444,138,1344,1344,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:35:27,0
0,10,230,0,0,0,0,0,0,0,2,2,2,0,2,2023-10-28 03:37:27,0
0,118,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:39:27,0
0,336,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 03:41:27,50
0,8,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:43:27,0
0,446,138,1344,1344,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:45:27,0
0,6,230,0,0,0,0,0,0,0,2,2,2,0,2,2023-10-28 03:47:27,0
0,146,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:49:27,0
0,312,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 03:51:27,50
0,10,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:53:27,0
0,442,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 03:55:27,0
0,6,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 03:57:27,0
0,134,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 03:59:27,0
0,322,368,1344,1344,0,0,0,0,0,0,0,2,4,0,2023-10-28 04:01:27,50
0,6,276,0,0,0,0,0,0,0,2,2,0,0,2,2023-10-28 04:03:27,0
0,448,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:05:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 04:07:27,0
0,126,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:09:27,0
0,332,368,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:11:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 04:13:27,50
0,448,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:15:27,0
0,6,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 04:17:27,0
0,130,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:19:27,0
0,326,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 04:21:27,50
0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:23:27,0
0,444,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:25:27,0
0,8,230,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 04:27:27,0
0,126,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:29:27,0
0,328,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 04:31:27,50
0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:33:27,0
0,444,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:35:27,0
0,10,230,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 04:37:27,0
0,126,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:39:27,0
0,326,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 04:41:27,50
0,10,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:43:27,0
0,444,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:45:27,0
0,4,184,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 04:47:27,0
0,156,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:49:27,0
0,306,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 04:51:27,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:53:27,4
0,450,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 04:55:27,0
0,4,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 04:57:27,0
0,134,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 04:59:27,0
0,354,460,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 05:01:27,50
0,4,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:03:27,0
0,448,138,1344,1344,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:05:27,0
0,6,230,0,0,0,0,0,0,0,2,2,2,0,2,2023-10-28 05:07:27,0
0,128,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:09:27,0
0,328,368,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 05:11:27,50
0,6,230,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:13:27,0
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:15:27,0
0,10,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 05:17:27,0
0,118,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:19:27,0
0,338,368,1344,1344,0,0,0,0,0,0,0,2,4,0,2023-10-28 05:21:27,50
0,4,230,0,0,0,0,0,0,0,2,2,0,0,2,2023-10-28 05:23:27,0
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:25:27,0
0,10,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 05:27:27,0
0,128,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:29:27,0
0,324,414,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:31:27,0
0,10,184,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 05:33:27,50
0,442,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:35:27,0
0,8,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 05:37:27,0
0,108,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:39:27,0
0,352,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 05:41:27,50
0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:43:27,0
0,442,184,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:45:27,0
0,4,230,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 05:47:27,0
0,142,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:49:27,0
0,314,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 05:51:27,50
0,6,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 05:53:27,0
0,448,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:55:27,0
0,2,230,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-28 05:57:27,0
0,116,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 05:59:27,0
0,344,598,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 06:01:27,1738
0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:03:27,0
0,450,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:05:27,0
0,4,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 06:07:27,0
0,118,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 06:09:27,0
0,340,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 06:11:27,50
0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:13:27,0
0,448,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:15:27,0
0,8,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 06:17:27,0
0,130,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 06:19:27,0
0,322,506,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-28 06:21:27,50
0,8,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 06:23:27,0
0,446,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:25:27,0
0,8,322,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-28 06:27:27,0
0,146,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-28 06:29:27,0
0,308,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-28 06:31:27,50
0,8,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:33:27,0
0,442,138,1344,1344,0,0,0,0,0,0,0,0,0,0,2023-10-28 06:35:27,0
