pageResource all api not hava log,the employee does not exist,[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",not find dictionary type=<:NUM:>,AuthSessionVali<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",no employee,[UpdateEmployee] <:*:> failed:>,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,189,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 01:20:54,26
0,42,0,0,138,0,0,0,0,0,0,1,0,0,2023-11-18 01:22:54,0
0,2,0,0,23,1,1,1,1,1,0,0,0,0,2023-11-18 01:24:54,0
0,228,748,748,161,1,1,1,1,1,1,1,1,1,2023-11-18 01:26:54,8
0,2,0,0,69,0,0,0,0,0,0,1,0,0,2023-11-18 01:28:54,0
0,191,0,0,69,0,0,0,0,0,0,1,0,0,2023-11-18 01:30:54,0
0,41,748,748,207,0,0,0,0,0,1,0,1,1,2023-11-18 01:32:54,26
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 01:34:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 01:36:54,0
0,3,0,0,23,0,0,0,0,0,0,1,0,0,2023-11-18 01:38:54,0
0,208,748,748,230,0,0,0,0,0,0,0,0,0,2023-11-18 01:40:54,26
0,26,0,0,92,0,0,0,0,0,1,1,1,1,2023-11-18 01:42:54,0
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 01:44:54,0
0,229,0,0,138,0,0,0,0,0,1,1,0,0,2023-11-18 01:46:54,4
0,3,0,0,69,0,0,0,0,0,0,1,0,0,2023-11-18 01:48:54,0
0,204,0,0,92,0,0,0,0,0,0,1,0,0,2023-11-18 01:50:54,26
0,30,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 01:52:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 01:54:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 01:56:54,0
0,2,0,0,46,0,0,0,0,0,0,1,0,0,2023-11-18 01:58:54,0
0,199,0,0,161,0,0,0,0,0,0,0,0,0,2023-11-18 02:00:54,0
0,37,0,0,184,0,0,0,0,0,1,1,0,0,2023-11-18 02:02:54,32
0,3,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 02:04:54,0
0,229,0,0,138,0,0,0,0,0,1,1,0,0,2023-11-18 02:06:54,4
0,1,0,0,46,0,0,0,0,0,0,1,0,0,2023-11-18 02:08:54,0
0,186,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 02:10:54,30
0,46,0,0,184,0,0,0,0,0,0,0,0,0,2023-11-18 02:12:54,0
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 02:14:54,0
0,230,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 02:16:54,0
0,2,0,0,23,0,0,0,0,0,0,1,0,0,2023-11-18 02:18:54,0
0,194,0,0,184,0,0,0,0,0,0,0,0,0,2023-11-18 02:20:54,0
0,38,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 02:22:54,30
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 02:24:54,0
0,230,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 02:26:54,0
0,4,0,0,69,0,0,0,0,0,0,1,0,0,2023-11-18 02:28:54,0
0,184,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 02:30:54,26
0,47,0,0,138,0,0,0,0,0,0,1,0,0,2023-11-18 02:32:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 02:34:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 02:36:54,0
0,1,0,0,46,0,0,0,0,0,0,1,0,0,2023-11-18 02:38:54,0
0,196,0,0,138,0,0,0,0,0,0,1,0,0,2023-11-18 02:40:54,0
0,37,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 02:42:54,26
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 02:44:54,0
0,228,0,0,138,0,0,0,0,0,1,1,0,0,2023-11-18 02:46:54,4
0,4,0,0,46,0,0,0,0,0,0,1,0,0,2023-11-18 02:48:54,0
0,186,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 02:50:54,26
0,46,0,0,138,0,0,0,0,0,0,1,0,0,2023-11-18 02:52:54,0
0,2,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 02:54:54,0
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 02:56:54,0
0,2,0,0,46,0,0,0,0,0,0,1,0,0,2023-11-18 02:58:54,0
0,188,0,0,161,0,0,0,0,0,0,1,0,0,2023-11-18 03:00:54,870
0,45,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 03:02:54,26
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 03:04:54,0
0,228,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 03:06:54,0
0,2,0,0,23,0,0,0,0,0,0,1,0,0,2023-11-18 03:08:54,0
0,196,748,748,230,0,0,0,0,0,1,0,1,1,2023-11-18 03:10:54,26
0,35,0,0,92,0,0,0,0,0,0,1,0,0,2023-11-18 03:12:54,3
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 03:14:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 03:16:54,0
0,2,0,0,69,0,0,0,0,0,0,1,0,0,2023-11-18 03:18:54,0
0,192,0,0,69,0,0,0,0,0,0,1,0,0,2023-11-18 03:20:54,0
0,40,748,748,207,0,0,0,0,0,1,0,1,1,2023-11-18 03:22:54,26
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 03:24:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 03:26:54,0
0,3,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 03:28:54,0
0,189,748,748,207,0,0,0,0,0,0,1,0,0,2023-11-18 03:30:54,0
0,43,0,0,138,0,0,0,0,0,1,1,1,1,2023-11-18 03:32:54,26
0,1,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 03:34:54,0
0,229,0,0,138,0,0,0,0,0,1,1,0,0,2023-11-18 03:36:54,6
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 03:38:54,0
0,177,748,748,138,0,0,0,0,0,1,2,1,1,2023-11-18 03:40:54,26
0,55,0,0,138,0,0,0,0,0,0,0,0,0,2023-11-18 03:42:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 03:44:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 03:46:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 03:48:54,0
0,194,0,0,184,0,0,0,0,0,0,1,0,0,2023-11-18 03:50:54,0
0,38,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 03:52:54,26
0,1,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 03:54:54,0
0,229,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 03:56:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 03:58:54,0
0,199,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 04:00:54,26
0,33,0,0,184,0,0,0,0,0,0,1,0,0,2023-11-18 04:02:54,0
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:04:54,0
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 04:06:54,2
0,1,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 04:08:54,0
0,187,0,0,161,0,0,0,0,0,0,1,0,0,2023-11-18 04:10:54,2
0,45,0,0,138,0,0,0,0,0,1,1,0,0,2023-11-18 04:12:54,30
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:14:54,0
0,229,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 04:16:54,0
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:18:54,0
0,196,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 04:20:54,26
0,35,0,0,138,0,0,0,0,0,0,1,0,0,2023-11-18 04:22:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:24:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 04:26:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:28:54,0
0,196,0,0,138,0,0,0,0,0,0,2,0,0,2023-11-18 04:30:54,0
0,37,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 04:32:54,26
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 04:34:54,0
0,228,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 04:36:54,4
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:38:54,0
0,197,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 04:40:54,26
0,36,0,0,161,0,0,0,0,0,0,1,0,0,2023-11-18 04:42:54,0
0,4,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 04:44:54,0
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 04:46:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 04:48:54,0
0,200,0,0,92,0,0,0,0,0,0,2,0,0,2023-11-18 04:50:54,0
0,34,748,748,207,0,0,0,0,0,1,0,1,1,2023-11-18 04:52:54,26
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 04:54:54,0
0,228,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 04:56:54,4
0,3,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 04:58:54,0
0,206,0,0,253,0,0,0,0,0,1,1,0,0,2023-11-18 05:00:54,30
0,40,0,0,92,0,0,0,0,0,0,1,0,0,2023-11-18 05:02:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 05:04:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 05:06:54,0
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 05:08:54,0
0,187,0,0,92,0,0,0,0,0,0,2,0,0,2023-11-18 05:10:54,26
0,46,748,748,161,0,0,0,0,0,1,0,1,1,2023-11-18 05:12:54,0
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 05:14:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 05:16:54,0
0,4,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 05:18:54,0
0,195,0,0,161,0,0,0,0,0,0,1,0,0,2023-11-18 05:20:54,0
0,36,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 05:22:54,26
0,1,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 05:24:54,0
0,230,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 05:26:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 05:28:54,0
0,194,748,748,115,0,0,0,0,0,1,2,1,1,2023-11-18 05:30:54,26
0,39,0,0,161,0,0,0,0,0,0,0,0,0,2023-11-18 05:32:54,0
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 05:34:54,0
0,230,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 05:36:54,0
0,1,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 05:38:54,0
0,201,0,0,184,0,0,0,0,0,0,1,0,0,2023-11-18 05:40:54,0
0,31,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 05:42:54,32
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 05:44:54,0
0,230,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 05:46:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 05:48:54,0
0,195,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 05:50:54,26
0,36,0,0,184,0,0,0,0,0,0,1,0,0,2023-11-18 05:52:54,0
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 05:54:54,0
0,229,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 05:56:54,0
0,2,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 05:58:54,0
0,191,0,0,138,0,0,0,0,0,0,2,0,0,2023-11-18 06:00:54,870
0,41,748,748,184,0,0,0,0,0,1,0,1,1,2023-11-18 06:02:54,26
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 06:04:54,0
0,229,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 06:06:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 06:08:54,0
0,188,0,0,161,0,0,0,0,0,1,1,0,0,2023-11-18 06:10:54,30
0,43,0,0,138,0,0,0,0,0,0,1,0,0,2023-11-18 06:12:54,2
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 06:14:54,0
0,228,0,0,138,0,0,0,0,0,1,1,0,0,2023-11-18 06:16:54,4
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 06:18:54,0
0,184,0,0,161,0,0,0,0,0,0,2,0,0,2023-11-18 06:20:54,0
0,48,748,748,138,0,0,0,0,0,1,0,1,1,2023-11-18 06:22:54,26
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 06:24:54,0
0,228,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 06:26:54,0
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 06:28:54,0
0,186,748,748,184,0,0,0,0,0,1,1,1,1,2023-11-18 06:30:54,26
0,47,0,0,115,0,0,0,0,0,0,1,0,0,2023-11-18 06:32:54,0
0,2,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 06:34:54,0
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 06:36:54,0
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 06:38:54,0
0,184,0,0,69,0,0,0,0,0,0,2,0,0,2023-11-18 06:40:54,0
0,48,748,748,207,0,0,0,0,0,1,0,1,1,2023-11-18 06:42:54,26
0,3,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 06:44:54,0
0,228,748,748,115,1,1,1,1,1,1,1,1,1,2023-11-18 06:46:54,1
0,3,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 06:48:54,0
0,193,748,748,230,0,0,0,0,0,0,1,0,0,2023-11-18 06:50:54,26
0,38,0,0,92,0,0,0,0,0,1,1,1,1,2023-11-18 06:52:54,0
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 06:54:54,0
0,229,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 06:56:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 06:58:54,0
0,185,0,0,115,0,0,0,0,0,0,2,0,0,2023-11-18 07:00:54,26
0,48,748,748,161,1,1,1,1,1,1,0,1,1,2023-11-18 07:02:54,0
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 07:04:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 07:06:54,0
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 07:08:54,0
0,172,0,0,161,0,0,0,0,0,0,1,0,0,2023-11-18 07:10:54,0
0,62,0,0,161,0,0,0,0,0,1,1,0,0,2023-11-18 07:12:54,35
0,1,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 07:14:54,0
0,229,748,748,115,0,0,0,0,0,1,1,1,1,2023-11-18 07:16:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 07:18:54,0
0,182,0,0,115,0,0,0,0,0,1,2,0,0,2023-11-18 07:20:54,30
0,52,0,0,161,0,0,0,0,0,0,0,0,0,2023-11-18 07:22:54,0
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 07:24:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 07:26:54,0
0,3,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 07:28:54,0
0,178,748,748,230,0,0,0,0,0,1,1,1,1,2023-11-18 07:30:54,26
0,53,0,0,92,0,0,0,0,0,0,1,0,0,2023-11-18 07:32:54,0
0,2,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 07:34:54,0
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 07:36:54,0
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 07:38:54,0
0,189,0,0,161,0,0,0,0,0,0,2,0,0,2023-11-18 07:40:54,0
0,43,748,748,138,0,0,0,0,0,1,0,1,1,2023-11-18 07:42:54,26
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 07:44:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 07:46:54,0
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 07:48:54,0
0,177,748,748,138,0,0,0,0,0,1,2,1,1,2023-11-18 07:50:54,26
0,55,0,0,161,0,0,0,0,0,0,0,0,0,2023-11-18 07:52:54,0
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 07:54:54,0
0,229,748,748,138,1,1,1,1,1,1,1,1,1,2023-11-18 07:56:54,0
0,3,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 07:58:54,0
0,193,748,748,115,1,1,1,1,1,1,1,1,1,2023-11-18 08:00:54,0
0,39,0,0,207,0,0,0,0,0,0,1,0,0,2023-11-18 08:02:54,26
0,5,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 08:04:54,0
0,229,0,0,138,3,1,1,1,1,1,1,0,0,2023-11-18 08:06:54,4
0,2,0,0,46,1,0,0,0,0,0,0,0,0,2023-11-18 08:08:54,0
0,182,0,0,207,0,0,0,0,0,0,2,0,0,2023-11-18 08:10:54,0
0,51,748,748,92,0,0,0,0,0,1,0,1,1,2023-11-18 08:12:54,26
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 08:14:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 08:16:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 08:18:54,0
0,191,0,0,92,0,0,0,0,0,0,2,0,0,2023-11-18 08:20:54,28
0,41,0,0,184,0,0,0,0,0,1,0,0,0,2023-11-18 08:22:54,4
0,1,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 08:24:54,0
0,229,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 08:26:54,4
0,2,0,0,46,1,0,0,1,1,0,0,0,0,2023-11-18 08:28:54,2
0,175,748,748,138,1,2,2,3,3,1,0,1,1,2023-11-18 08:30:54,2
0,59,0,0,161,0,0,0,0,0,0,2,0,0,2023-11-18 08:32:54,26
0,1,0,0,46,3,1,1,2,2,0,0,0,0,2023-11-18 08:34:54,4
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 08:36:54,0
0,2,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 08:38:54,0
0,193,0,0,207,0,0,0,0,0,0,1,0,0,2023-11-18 08:40:54,0
0,39,0,0,115,2,0,0,0,0,1,1,0,0,2023-11-18 08:42:54,30
0,2,0,0,23,0,2,2,2,2,0,0,0,0,2023-11-18 08:44:54,2
0,228,748,748,138,2,0,0,0,0,1,1,1,1,2023-11-18 08:46:54,0
0,2,0,0,69,1,2,2,1,1,0,0,0,0,2023-11-18 08:48:54,2
0,172,0,0,92,0,0,0,0,0,0,1,0,0,2023-11-18 08:50:54,26
0,61,0,0,184,0,0,0,0,0,1,1,0,0,2023-11-18 08:52:54,4
0,2,0,0,69,1,0,0,1,1,0,0,0,0,2023-11-18 08:54:54,0
0,229,748,748,115,1,2,2,1,1,1,1,1,1,2023-11-18 08:56:54,4
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 08:58:54,0
0,374,748,748,138,0,0,0,0,0,1,0,1,1,2023-11-18 09:00:54,872
0,62,0,0,207,0,0,0,0,0,0,2,0,0,2023-11-18 09:02:54,26
0,1,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 09:04:54,0
0,228,748,748,161,1,0,0,0,0,1,1,1,1,2023-11-18 09:06:54,0
0,2,0,0,23,0,0,0,1,1,0,0,0,0,2023-11-18 09:08:54,0
0,176,0,0,207,0,0,0,0,0,0,0,0,0,2023-11-18 09:10:54,0
0,58,748,748,115,2,2,2,2,2,1,2,1,1,2023-11-18 09:12:54,26
0,2,0,0,23,1,1,1,1,1,0,0,0,0,2023-11-18 09:14:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 09:16:54,0
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 09:18:54,0
0,169,0,0,92,6,3,3,3,3,0,1,0,0,2023-11-18 09:20:54,30
0,65,748,748,184,3,1,1,4,4,1,1,1,1,2023-11-18 09:22:54,0
0,1,0,0,69,1,0,0,0,0,0,0,0,0,2023-11-18 09:24:54,0
0,230,748,748,115,2,3,3,1,1,1,1,1,1,2023-11-18 09:26:54,0
0,3,0,0,46,0,0,0,1,1,0,0,0,0,2023-11-18 09:28:54,4
0,167,748,748,115,1,1,1,1,1,1,0,1,1,2023-11-18 09:30:54,0
0,65,0,0,184,1,0,0,0,0,0,2,0,0,2023-11-18 09:32:54,26
0,1,0,0,46,0,1,1,1,1,0,0,0,0,2023-11-18 09:34:54,0
0,228,748,748,161,0,0,0,0,0,1,1,1,1,2023-11-18 09:36:54,0
0,2,0,0,23,2,0,0,1,1,0,0,0,0,2023-11-18 09:38:54,0
0,172,0,0,207,0,0,0,0,0,0,0,0,0,2023-11-18 09:40:54,0
0,61,748,748,115,3,1,1,2,2,1,2,1,1,2023-11-18 09:42:54,26
0,2,0,0,23,3,2,2,1,1,0,0,0,0,2023-11-18 09:44:54,0
0,228,748,748,138,1,2,2,2,2,1,1,1,1,2023-11-18 09:46:54,0
0,2,0,0,69,1,1,1,1,1,0,0,0,0,2023-11-18 09:48:54,4
0,180,0,0,92,2,1,1,1,1,0,1,0,0,2023-11-18 09:50:54,35
0,52,748,748,184,6,4,4,4,4,1,1,1,1,2023-11-18 09:52:54,4
0,1,0,0,69,7,5,5,5,5,0,0,0,0,2023-11-18 09:54:54,8
0,229,0,0,115,1,0,0,0,0,1,1,0,0,2023-11-18 09:56:54,4
0,2,0,0,46,4,3,3,1,1,0,0,0,0,2023-11-18 09:58:54,8
0,318,0,0,161,2,3,3,4,4,1,0,0,0,2023-11-18 10:00:54,1891
0,337,0,0,184,3,0,0,1,1,0,2,0,0,2023-11-18 10:02:54,0
0,123,0,0,46,6,5,5,4,4,0,0,0,0,2023-11-18 10:04:54,4
0,274,748,748,161,5,4,4,4,4,1,1,1,1,2023-11-18 10:06:54,0
0,2,0,0,23,2,2,2,1,1,0,0,0,0,2023-11-18 10:08:54,0
0,172,0,0,207,2,2,2,3,3,0,0,0,0,2023-11-18 10:10:54,4
0,61,748,748,115,1,2,2,1,1,1,2,1,1,2023-11-18 10:12:54,26
0,2,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 10:14:54,0
0,228,0,0,138,2,0,0,0,0,1,1,0,0,2023-11-18 10:16:54,4
0,2,0,0,69,1,2,2,2,2,0,0,0,0,2023-11-18 10:18:54,8
0,176,0,0,92,7,5,5,2,2,0,1,0,0,2023-11-18 10:20:54,53
0,57,0,0,184,2,1,1,1,1,1,1,0,0,2023-11-18 10:22:54,4
0,3,0,0,69,4,1,1,1,1,0,0,0,0,2023-11-18 10:24:54,0
0,229,748,748,115,6,0,0,0,0,1,1,1,1,2023-11-18 10:26:54,0
0,2,0,0,46,2,3,3,2,2,0,0,0,0,2023-11-18 10:28:54,0
0,169,748,748,138,2,0,0,1,1,1,0,1,1,2023-11-18 10:30:54,26
0,66,0,0,161,0,0,0,0,0,0,2,0,0,2023-11-18 10:32:54,0
0,1,0,0,46,2,2,2,2,2,0,0,0,0,2023-11-18 10:34:54,0
0,230,0,0,161,2,1,1,1,1,1,1,0,0,2023-11-18 10:36:54,4
0,3,0,0,23,4,4,4,0,0,0,0,0,0,2023-11-18 10:38:54,0
0,174,0,0,184,0,0,0,1,1,0,0,0,0,2023-11-18 10:40:54,0
0,57,748,748,138,2,2,2,1,1,1,2,1,1,2023-11-18 10:42:54,26
0,2,0,0,23,2,1,1,1,1,0,0,0,0,2023-11-18 10:44:54,0
0,228,748,748,138,0,0,0,0,0,1,1,1,1,2023-11-18 10:46:54,0
0,2,0,0,69,6,3,3,2,2,0,0,0,0,2023-11-18 10:48:54,2
0,164,0,0,92,1,0,0,1,1,0,1,0,0,2023-11-18 10:50:54,26
0,68,748,748,184,0,1,1,1,1,1,1,1,1,2023-11-18 10:52:54,0
0,1,0,0,69,1,0,0,1,1,0,0,0,0,2023-11-18 10:54:54,4
0,229,748,748,115,2,1,1,0,0,1,1,1,1,2023-11-18 10:56:54,0
0,302,0,0,46,3,0,0,1,1,0,0,0,0,2023-11-18 10:58:54,0
0,633,748,748,138,3,5,5,5,5,1,0,1,1,2023-11-18 11:00:54,30
0,550,0,0,184,0,0,0,0,0,0,2,0,0,2023-11-18 11:02:54,0
0,424,0,0,46,5,3,3,2,2,0,0,0,0,2023-11-18 11:04:54,0
0,644,748,748,161,1,0,0,1,1,1,1,1,1,2023-11-18 11:06:54,2
0,214,0,0,23,1,1,1,2,2,0,0,0,0,2023-11-18 11:08:54,4
0,162,0,0,207,1,0,0,1,1,0,0,0,0,2023-11-18 11:10:54,0
0,70,748,748,115,10,4,4,6,6,1,2,1,1,2023-11-18 11:12:54,32
0,3,0,0,23,0,2,2,2,2,0,0,0,0,2023-11-18 11:14:54,0
0,228,748,748,138,2,2,2,1,1,1,1,1,1,2023-11-18 11:16:54,4
0,2,0,0,69,3,3,3,2,2,0,0,0,0,2023-11-18 11:18:54,0
0,186,0,0,92,1,2,2,1,1,0,1,0,0,2023-11-18 11:20:54,26
0,46,748,748,184,2,4,4,2,2,1,1,1,1,2023-11-18 11:22:54,4
0,2,0,0,69,0,0,0,0,0,0,0,0,0,2023-11-18 11:24:54,0
0,229,0,0,115,0,0,0,0,0,1,1,0,0,2023-11-18 11:26:54,4
0,2,0,0,46,0,0,0,0,0,0,0,0,0,2023-11-18 11:28:54,0
0,169,0,0,138,1,2,2,0,0,1,0,0,0,2023-11-18 11:30:54,30
0,64,0,0,161,0,0,0,0,0,0,2,0,0,2023-11-18 11:32:54,0
0,3,0,0,46,2,0,0,2,2,0,0,0,0,2023-11-18 11:34:54,2
0,230,748,748,161,4,1,1,2,2,1,1,1,1,2023-11-18 11:36:54,0
0,3,0,0,23,1,0,0,0,0,0,0,0,0,2023-11-18 11:38:54,0
0,187,0,0,184,0,1,1,1,1,0,0,0,0,2023-11-18 11:40:54,0
0,48,0,0,138,0,0,0,0,0,1,2,0,0,2023-11-18 11:42:54,30
0,6,0,0,23,0,0,0,0,0,0,0,0,0,2023-11-18 11:44:54,0
0,230,748,748,138,1,0,0,0,0,1,1,1,1,2023-11-18 11:46:54,0
0,3,0,0,69,1,1,1,2,2,0,0,0,0,2023-11-18 11:48:54,12
0,184,0,0,92,0,0,0,0,0,0,1,0,0,2023-11-18 11:50:54,42
