pageResource all api not hava log,the employee does not exist,not find dictionary type=<:NUM:>,[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",AuthSessionVali<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,can't find addEmp from updateEmp and empMapTo,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",no employee,timestamp,unknown
0,838,276,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 21:03:18,50
0,1282,138,0,0,4,6,6,4,4,0,0,0,0,0,2023-10-20 21:05:18,2
0,864,230,1340,1340,2,0,0,2,2,2,2,0,2,2,2023-10-20 21:07:18,0
0,362,138,0,0,2,4,4,0,0,0,0,0,0,2,2023-10-20 21:09:18,0
0,268,414,0,0,2,0,0,2,2,0,0,4,0,2,2023-10-20 21:11:18,50
0,10,92,1340,1340,0,0,0,0,0,2,2,0,2,0,2023-10-20 21:13:18,0
0,440,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 21:15:18,0
0,4,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-20 21:17:18,0
0,184,46,0,0,4,2,2,2,2,0,0,0,0,2,2023-10-20 21:19:18,8
0,268,506,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 21:21:18,50
0,12,92,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-20 21:23:18,0
0,440,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 21:25:18,0
0,4,276,1340,1340,2,0,0,2,2,2,2,0,2,2,2023-10-20 21:27:18,0
0,184,46,0,0,2,2,2,2,2,0,0,0,0,2,2023-10-20 21:29:18,8
0,270,506,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 21:31:18,50
0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 21:33:18,0
0,446,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 21:35:18,0
0,4,276,1340,1340,4,2,2,2,2,2,2,0,2,2,2023-10-20 21:37:18,0
0,200,46,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 21:39:18,0
0,254,506,1340,1340,2,0,0,2,2,2,2,4,2,2,2023-10-20 21:41:18,50
0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 21:43:18,4
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 21:45:18,0
0,4,276,1340,1340,2,0,0,0,0,2,2,0,2,2,2023-10-20 21:47:18,0
0,186,46,0,0,0,2,2,2,2,0,0,0,0,2,2023-10-20 21:49:18,0
0,268,460,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 21:51:18,50
0,6,184,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-20 21:53:18,0
0,438,92,0,0,2,2,2,2,2,0,0,0,0,2,2023-10-20 21:55:18,0
0,8,276,1340,1340,0,0,0,0,0,2,2,0,2,0,2023-10-20 21:57:18,0
0,984,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 21:59:18,0
0,1056,368,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 22:01:18,50
0,850,276,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 22:03:18,0
0,1242,92,1340,1340,0,0,0,0,0,0,0,0,0,0,2023-10-20 22:05:18,0
0,858,276,0,0,0,0,0,0,0,2,2,0,2,2,2023-10-20 22:07:18,0
0,472,92,0,0,2,2,2,2,2,0,0,0,0,2,2023-10-20 22:09:18,0
0,226,322,1340,1340,4,0,0,0,0,2,2,4,2,2,2023-10-20 22:11:18,50
0,8,276,0,0,0,0,0,2,2,0,0,0,0,0,2023-10-20 22:13:18,0
0,442,138,1088,1086,0,0,0,0,0,0,0,0,0,0,2023-10-20 22:15:18,0
0,2,230,252,254,0,0,0,0,0,2,2,0,2,2,2023-10-20 22:17:18,0
0,224,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 22:19:18,0
0,230,414,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-20 22:21:18,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 22:23:18,0
0,450,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 22:25:18,0
0,2,230,1340,1340,2,4,4,0,0,2,2,0,2,2,2023-10-20 22:27:18,0
0,224,138,0,0,4,6,6,4,4,0,0,0,0,2,2023-10-20 22:29:18,10
0,230,414,1228,1228,0,0,0,0,0,0,0,4,0,0,2023-10-20 22:31:18,50
0,4,184,112,112,2,0,0,0,0,2,2,0,2,2,2023-10-20 22:33:18,0
0,444,92,0,0,4,4,4,4,4,0,0,0,0,0,2023-10-20 22:35:18,0
0,6,184,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-20 22:37:18,0
0,216,184,0,0,6,10,10,6,6,0,0,0,0,2,2023-10-20 22:39:18,0
0,238,368,0,0,8,8,8,2,2,0,0,0,0,0,2023-10-20 22:41:18,0
0,4,184,1340,1340,2,0,0,2,2,2,2,4,2,2,2023-10-20 22:43:18,50
0,438,138,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-20 22:45:18,0
0,12,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-20 22:47:18,0
0,216,138,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 22:49:18,0
0,236,414,0,0,0,0,0,0,0,0,0,4,0,2,2023-10-20 22:51:18,50
0,6,92,1340,1340,0,4,4,0,0,2,2,0,2,0,2023-10-20 22:53:18,0
0,438,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 22:55:18,0
0,10,276,1340,1340,2,0,0,2,2,2,2,0,2,2,2023-10-20 22:57:18,0
0,1002,92,0,0,4,0,0,2,2,0,0,0,0,2,2023-10-20 22:59:18,0
0,1048,414,1340,1340,4,2,2,2,2,2,2,4,2,2,2023-10-20 23:01:18,50
0,866,184,0,0,2,2,2,4,4,0,0,0,0,0,2023-10-20 23:03:18,0
0,1288,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:05:18,0
0,866,276,1340,1340,2,4,4,2,2,2,2,0,2,2,2023-10-20 23:07:18,4
0,384,46,0,0,2,0,0,2,2,0,0,0,0,2,2023-10-20 23:09:18,0
0,228,506,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 23:11:18,50
0,10,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:13:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:15:18,0
0,6,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-20 23:17:18,0
0,224,0,0,0,4,2,2,2,2,0,0,0,0,2,2023-10-20 23:19:18,0
0,232,552,1340,1340,10,2,2,4,4,2,2,4,2,2,2023-10-20 23:21:18,50
0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:23:18,0
0,444,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-20 23:25:18,0
0,4,276,1340,1340,4,4,4,2,2,2,2,0,2,2,2023-10-20 23:27:18,10
0,220,46,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 23:29:18,0
0,238,552,1340,1340,2,0,0,0,0,2,2,4,2,2,2023-10-20 23:31:18,50
0,4,138,0,0,2,2,2,4,4,0,0,0,0,0,2023-10-20 23:33:18,0
0,448,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 23:35:18,0
0,6,276,1340,1340,4,0,0,0,0,2,2,0,2,0,2023-10-20 23:37:18,0
0,218,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 23:39:18,2
0,234,414,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-20 23:41:18,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:43:18,0
0,442,92,1340,1340,6,2,2,4,4,2,2,0,2,0,2023-10-20 23:45:18,0
0,8,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-20 23:47:18,0
0,220,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:49:18,0
0,230,276,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-20 23:51:18,54
0,10,322,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-20 23:53:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-20 23:55:18,0
0,8,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-20 23:57:18,0
0,986,92,0,0,0,2,2,0,0,0,0,0,0,0,2023-10-20 23:59:18,0
0,1176,368,1340,1340,2,0,0,0,0,2,2,4,2,2,2023-10-21 00:01:18,1610
0,836,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 00:03:18,0
0,1276,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:05:18,0
0,836,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 00:07:18,0
0,420,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:09:18,0
0,280,368,1340,1340,0,0,0,0,0,0,0,0,0,2,2023-10-21 00:11:18,6
0,4,230,0,0,0,0,0,0,0,2,2,4,2,2,2023-10-21 00:13:18,50
0,448,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:15:18,16
0,2,184,1340,1340,2,0,0,0,0,2,2,0,2,2,2023-10-21 00:17:18,40
0,172,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:19:18,0
0,284,322,0,0,0,4,4,2,2,0,0,0,0,2,2023-10-21 00:21:18,0
0,6,276,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 00:23:18,50
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:25:18,0
0,6,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 00:27:18,0
0,166,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:29:18,0
0,286,414,0,0,0,0,0,0,0,0,0,4,0,4,2023-10-21 00:31:18,50
0,6,92,1340,1340,4,0,0,0,0,2,2,0,2,0,2023-10-21 00:33:18,0
0,438,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:35:18,0
0,12,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 00:37:18,0
0,212,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:39:18,0
0,236,414,1340,1340,4,0,0,2,2,2,2,4,2,4,2023-10-21 00:41:18,50
0,8,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:43:18,0
0,438,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:45:18,0
0,10,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 00:47:18,0
0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:49:18,0
0,234,552,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 00:51:18,50
0,10,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:53:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:55:18,0
0,2,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 00:57:18,0
0,1004,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 00:59:18,0
0,1054,552,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 01:01:18,50
0,846,138,0,0,2,2,2,0,0,0,0,0,0,0,2023-10-21 01:03:18,0
0,1278,92,0,0,0,0,0,2,2,0,0,0,0,0,2023-10-21 01:05:18,8
0,848,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 01:07:18,0
0,402,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:09:18,0
0,258,506,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 01:11:18,50
0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:13:18,6
0,450,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:15:18,0
0,4,276,1340,1340,4,0,0,0,0,2,2,0,2,2,2023-10-21 01:17:18,0
0,192,92,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-21 01:19:18,4
0,264,368,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 01:21:18,50
0,2,230,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:23:18,0
0,446,92,1340,1340,0,0,0,0,0,2,2,0,2,0,2023-10-21 01:25:18,0
0,4,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 01:27:18,0
0,168,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:29:18,0
0,286,276,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 01:31:18,50
0,4,322,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:33:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:35:18,0
0,8,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 01:37:18,0
0,182,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:39:18,0
0,268,368,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 01:41:18,50
0,12,230,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 01:43:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:45:18,0
0,8,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 01:47:18,0
0,184,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:49:18,0
0,264,368,1340,1340,0,0,0,0,0,0,0,0,0,2,2023-10-21 01:51:18,4
0,10,230,0,0,0,0,0,0,0,2,2,4,2,2,2023-10-21 01:53:18,50
0,442,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:55:18,0
0,2,184,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 01:57:18,0
0,960,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 01:59:18,0
0,1104,460,1340,1340,0,0,0,0,0,0,0,4,0,4,2023-10-21 02:01:18,50
0,840,184,0,0,0,0,0,0,0,2,2,0,2,0,2023-10-21 02:03:18,0
0,1282,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 02:05:18,0
0,860,184,1340,1340,0,0,0,0,0,2,2,0,2,0,2023-10-21 02:07:18,0
0,392,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:09:18,0
0,262,276,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-21 02:11:18,0
0,6,322,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 02:13:18,56
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:15:18,0
0,10,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 02:17:18,0
0,210,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:19:18,0
0,244,414,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-21 02:21:18,0
0,4,138,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 02:23:18,50
0,438,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:25:18,0
0,12,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 02:27:18,0
0,188,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:29:18,0
0,262,506,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 02:31:18,50
0,8,46,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 02:33:18,0
0,440,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:35:18,0
0,10,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 02:37:18,0
0,212,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:39:18,0
0,234,506,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 02:41:18,50
0,10,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 02:43:18,0
0,440,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:45:18,0
0,6,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 02:47:18,0
0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:49:18,0
0,264,506,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 02:51:18,50
0,10,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:53:18,0
0,440,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:55:18,0
0,4,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 02:57:18,0
0,978,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 02:59:18,0
0,1122,506,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 03:01:18,1610
0,844,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:03:18,0
0,1300,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:05:18,0
0,876,322,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 03:07:18,0
0,298,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:09:18,0
0,276,414,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 03:11:18,50
0,2,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:13:18,0
0,446,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:15:18,0
0,4,322,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 03:17:18,0
0,208,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:19:18,0
0,244,460,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 03:21:18,50
0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:23:18,0
0,440,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:25:18,0
0,12,322,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 03:27:18,0
0,210,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:29:18,0
0,240,276,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 03:31:18,50
0,10,322,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:33:18,0
0,438,92,1340,1340,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:35:18,0
0,10,276,0,0,0,0,0,0,0,2,2,0,2,2,2023-10-21 03:37:18,0
0,172,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:39:18,0
0,276,322,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 03:41:18,50
0,8,276,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:43:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:45:18,0
0,4,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 03:47:18,0
0,218,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:49:18,0
0,238,414,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 03:51:18,82
0,6,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:53:18,0
0,446,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:55:18,0
0,4,184,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 03:57:18,0
0,992,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 03:59:18,0
0,1080,368,1148,1148,0,0,0,0,0,0,0,0,0,4,2023-10-21 04:01:18,0
0,846,276,192,192,0,0,0,0,0,2,2,4,2,0,2023-10-21 04:03:18,50
0,1286,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:05:18,0
0,846,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 04:07:18,0
0,400,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:09:18,0
0,238,414,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-21 04:11:18,0
0,8,138,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 04:13:18,50
0,438,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:15:18,0
0,14,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 04:17:18,0
0,168,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:19:18,0
0,286,552,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 04:21:18,50
0,4,92,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 04:23:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:25:18,0
0,8,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 04:27:18,0
0,168,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:29:18,0
0,284,276,1340,1340,0,0,0,0,0,2,2,4,2,4,2023-10-21 04:31:18,50
0,8,322,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:33:18,0
0,442,138,402,402,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:35:18,0
0,6,184,938,938,0,0,0,0,0,2,2,0,2,2,2023-10-21 04:37:18,0
0,174,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:39:18,0
0,278,414,1274,1274,0,0,0,0,0,0,0,0,0,4,2023-10-21 04:41:18,0
0,10,184,66,66,0,0,0,0,0,2,2,4,2,0,2023-10-21 04:43:18,50
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:45:18,0
0,2,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 04:47:18,0
0,176,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:49:18,0
0,282,506,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 04:51:18,50
0,4,92,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-21 04:53:18,0
0,446,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:55:18,0
0,4,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 04:57:18,0
0,960,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 04:59:18,0
0,1156,368,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 05:01:18,50
0,842,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 05:03:18,0
0,1294,138,1168,1168,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:05:18,0
0,876,230,172,172,0,0,0,0,0,2,2,0,2,2,2023-10-21 05:07:18,0
0,306,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:09:18,0
0,282,414,1302,1300,0,0,0,0,0,0,0,0,0,2,2023-10-21 05:11:18,0
0,8,184,38,40,0,0,0,0,0,2,2,4,2,2,2023-10-21 05:13:18,56
0,438,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:15:18,0
0,16,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 05:17:18,0
0,174,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:19:18,0
0,274,506,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 05:21:18,50
0,12,92,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-21 05:23:18,0
0,440,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:25:18,0
0,12,230,1340,1340,2,0,0,0,0,2,2,0,2,2,2023-10-21 05:27:18,0
0,208,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:29:18,0
0,242,322,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 05:31:18,50
0,8,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 05:33:18,0
0,442,138,1340,1340,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:35:18,0
0,8,230,0,0,0,0,0,0,0,2,2,0,2,2,2023-10-21 05:37:18,0
0,200,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:39:18,0
0,250,414,1340,1340,0,0,0,0,0,0,0,0,0,2,2023-10-21 05:41:18,0
0,6,184,0,0,0,0,0,0,0,2,2,4,2,2,2023-10-21 05:43:18,50
0,450,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:45:18,0
0,2,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 05:47:18,0
0,174,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:49:18,0
0,284,506,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 05:51:18,54
0,4,92,0,0,2,0,0,0,0,0,0,0,0,4,2023-10-21 05:53:18,0
0,446,138,0,0,0,0,0,2,2,0,0,0,0,0,2023-10-21 05:55:18,0
0,4,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 05:57:18,0
0,952,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 05:59:18,0
0,1118,368,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 06:01:18,1610
0,854,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 06:03:18,0
0,1266,138,1340,1340,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:05:18,0
0,868,230,0,0,0,0,0,0,0,2,2,0,2,2,2023-10-21 06:07:18,0
0,350,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:09:18,0
0,282,414,1340,1340,0,0,0,0,0,0,0,4,0,2,2023-10-21 06:11:18,50
0,8,184,0,0,0,0,0,0,0,2,2,0,2,2,2023-10-21 06:13:18,0
0,440,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:15:18,0
0,8,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 06:17:18,0
0,188,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:19:18,0
0,260,506,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-21 06:21:18,50
0,10,46,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-21 06:23:18,0
0,442,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:25:18,0
0,2,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 06:27:18,0
0,176,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:29:18,0
0,280,506,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 06:31:18,50
0,12,138,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 06:33:18,0
0,442,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:35:18,0
0,2,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 06:37:18,0
0,198,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:39:18,0
0,258,368,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 06:41:18,50
0,2,230,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 06:43:18,0
0,448,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:45:18,0
0,4,322,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-21 06:47:18,0
0,168,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-21 06:49:18,0
0,292,368,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-21 06:51:18,50
0,2,230,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-21 06:53:18,0
