[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",the employee does not exist,not find dictionary type=<:NUM:>,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[getOtpKey] <:*:> failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,sync <:*:>,"[SimplePost] failed, <:ERRORPost:>",no employee,[UpdateEmployee] <:SimplePos<:updateFanweiEmployee failed:>,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",<:SimplePos<:updateFanweiEmployee failed:>,can't find addEmp from updateEmp and empMapTo,timestamp,unknown
0,0,947,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 19:49:22,0
995,995,1001,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 19:51:22,26
0,0,1018,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 19:53:22,0
0,0,1009,23,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 19:55:22,0
995,995,943,138,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 19:57:22,0
0,0,964,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 19:59:22,0
995,995,981,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 20:01:22,26
0,0,1050,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:03:22,0
0,0,1013,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:05:22,0
995,995,945,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 20:07:22,0
0,0,961,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:09:22,0
995,995,992,184,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 20:11:22,24
0,0,1019,138,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:13:22,2
0,0,1020,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:15:22,0
995,995,957,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 20:17:22,0
0,0,933,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:19:22,0
995,995,1018,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 20:21:22,26
0,0,1027,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 20:23:22,0
0,0,1002,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:25:22,0
995,995,953,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 20:27:22,0
0,0,949,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:29:22,0
995,995,1011,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 20:31:22,26
0,0,1014,115,2,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 20:33:22,0
0,0,1011,23,3,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:35:22,0
995,995,953,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 20:37:22,0
0,0,938,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:39:22,0
995,995,1009,184,2,0,0,0,0,1,0,2,0,0,0,1,2024-04-14 20:41:22,26
0,0,1035,138,1,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 20:43:22,0
0,0,1004,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:45:22,0
995,995,939,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 20:47:22,0
0,0,967,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:49:22,0
995,995,983,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 20:51:22,24
0,0,1024,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:53:22,4
995,995,1016,69,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 20:55:22,0
0,0,954,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 20:57:22,0
0,0,946,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 20:59:22,0
995,995,974,253,2,1,1,1,1,1,1,1,1,1,1,1,2024-04-14 21:01:22,876
0,0,1055,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 21:03:22,0
0,0,1013,46,0,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 21:05:22,0
995,995,945,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 21:07:22,0
0,0,972,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:09:22,0
995,995,1005,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 21:11:22,26
0,0,1019,92,0,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 21:13:22,0
0,0,1017,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:15:22,0
995,995,958,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 21:17:22,0
0,0,871,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:19:22,0
995,995,1019,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 21:21:22,26
0,0,1011,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:23:22,0
0,0,1014,115,1,1,1,3,3,0,0,0,0,0,0,0,2024-04-14 21:25:22,0
995,995,958,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 21:27:22,0
0,0,945,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:29:22,0
995,995,993,207,3,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 21:31:22,24
0,0,1025,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:33:22,2
0,0,1017,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:35:22,0
995,995,952,115,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 21:37:22,0
0,0,943,46,2,2,2,2,2,0,0,0,0,0,0,0,2024-04-14 21:39:22,0
995,995,1003,253,1,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 21:41:22,26
0,0,1025,69,0,0,0,1,1,0,0,1,0,0,0,0,2024-04-14 21:43:22,0
0,0,991,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:45:22,0
995,995,971,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 21:47:22,0
0,0,947,46,2,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:49:22,0
995,995,993,184,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 21:51:22,26
0,0,1024,115,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-14 21:53:22,2
0,0,1025,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:55:22,0
995,995,955,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 21:57:22,0
0,0,941,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 21:59:22,0
995,995,1014,207,1,1,1,2,2,1,1,2,1,1,1,1,2024-04-14 22:01:22,24
0,0,1022,115,0,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 22:03:22,2
0,0,991,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:05:22,0
995,995,970,138,1,1,1,1,1,0,1,1,1,1,1,0,2024-04-14 22:07:22,0
0,0,908,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:09:22,0
995,995,1037,161,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-14 22:11:22,0
0,0,1023,161,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-14 22:13:22,26
995,995,1005,92,2,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 22:15:22,6
0,0,951,92,1,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 22:17:22,0
0,0,919,46,0,0,0,1,1,0,0,0,0,0,0,0,2024-04-14 22:19:22,0
995,995,1032,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 22:21:22,26
0,0,1036,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 22:23:22,2
995,995,994,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:25:22,0
0,0,956,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 22:27:22,0
0,0,946,46,2,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:29:22,0
995,995,973,184,0,1,1,0,0,1,1,2,1,1,1,1,2024-04-14 22:31:22,27
0,0,1059,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:33:22,0
0,0,1001,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:35:22,0
995,995,945,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 22:37:22,0
0,0,963,46,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:39:22,0
995,995,974,230,0,1,1,2,2,1,1,2,1,1,1,1,2024-04-14 22:41:22,24
0,0,1047,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:43:22,2
0,0,1010,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:45:22,0
995,995,949,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 22:47:22,0
0,0,957,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:49:22,0
995,995,998,207,2,1,1,1,1,1,1,2,1,1,1,1,2024-04-14 22:51:22,24
0,0,1037,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:53:22,2
0,0,996,69,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 22:55:22,0
995,995,955,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 22:57:22,0
0,0,950,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 22:59:22,0
995,995,996,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 23:01:22,28
0,0,1020,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 23:03:22,0
0,0,993,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:05:22,0
995,995,978,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 23:07:22,0
0,0,936,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:09:22,0
995,995,1007,207,2,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 23:11:22,26
0,0,1025,115,2,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 23:13:22,0
0,0,1002,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:15:22,0
995,995,1003,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 23:17:22,0
0,0,957,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:19:22,0
995,995,996,230,2,0,0,1,1,1,1,2,1,1,1,1,2024-04-14 23:21:22,25
0,0,1028,115,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-14 23:23:22,2
0,0,1006,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:25:22,0
995,995,950,161,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 23:27:22,0
0,0,950,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:29:22,0
995,995,992,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-14 23:31:22,24
0,0,1040,138,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 23:33:22,2
0,0,1000,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:35:22,0
995,995,960,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 23:37:22,0
0,0,934,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:39:22,0
995,995,1016,253,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-14 23:41:22,26
0,0,1031,69,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 23:43:22,0
995,995,994,69,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-14 23:45:22,0
0,0,954,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-14 23:47:22,0
0,0,952,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:49:22,0
995,995,978,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-14 23:51:22,26
0,0,1044,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:53:22,0
995,995,1002,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:55:22,0
0,0,960,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-14 23:57:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14 23:59:22,0
995,995,1063,253,1,1,1,0,0,1,1,2,1,1,1,1,2024-04-15 00:01:22,888
0,0,1037,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:03:22,2
0,0,984,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:05:22,0
995,995,968,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 00:07:22,3
0,0,943,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:09:22,0
995,995,1005,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 00:11:22,26
0,0,1030,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 00:13:22,0
0,0,999,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:15:22,0
995,995,963,115,1,1,1,1,1,0,1,1,1,1,1,0,2024-04-15 00:17:22,163
0,0,941,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:19:22,0
995,995,998,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 00:21:22,26
0,0,1037,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 00:23:22,0
0,0,972,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 00:25:22,0
995,995,982,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-15 00:27:22,0
0,0,947,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:29:22,0
995,995,1009,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-15 00:31:22,26
0,0,1025,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:33:22,0
0,0,1005,69,1,0,0,2,2,0,0,0,0,0,0,0,2024-04-15 00:35:22,0
995,995,951,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 00:37:22,0
0,0,950,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:39:22,0
995,995,981,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-15 00:41:22,24
0,0,1050,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:43:22,2
0,0,984,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:45:22,0
995,995,962,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 00:47:22,0
0,0,959,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:49:22,0
995,995,980,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 00:51:22,26
0,0,1027,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 00:53:22,0
0,0,1029,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:55:22,0
995,995,950,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 00:57:22,0
0,0,961,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 00:59:22,0
995,995,948,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 01:01:22,26
0,0,1055,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 01:03:22,0
0,0,1008,23,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 01:05:22,0
995,995,934,138,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-15 01:07:22,0
0,0,965,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:09:22,0
995,995,996,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-15 01:11:22,28
0,0,1035,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:13:22,3
995,995,1016,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-15 01:15:22,0
0,0,939,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 01:17:22,0
0,0,968,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:19:22,0
995,995,968,207,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-15 01:21:22,24
0,0,1054,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:23:22,2
995,995,1006,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:25:22,0
0,0,941,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 01:27:22,0
0,0,958,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:29:22,0
995,995,987,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 01:31:22,26
0,0,1052,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 01:33:22,0
0,0,983,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:35:22,0
995,995,961,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 01:37:22,0
0,0,944,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:39:22,0
995,995,1029,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 01:41:22,26
0,0,996,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 01:43:22,0
0,0,1010,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:45:22,0
995,995,943,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 01:47:22,0
0,0,968,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:49:22,0
995,995,1009,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 01:51:22,26
0,0,915,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 01:53:22,0
0,0,1112,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:55:22,0
995,995,944,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 01:57:22,0
0,0,944,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 01:59:22,0
995,995,1013,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 02:01:22,24
0,0,1043,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 02:03:22,2
0,0,987,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:05:22,0
995,995,965,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 02:07:22,0
0,0,929,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:09:22,0
995,995,1035,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 02:11:22,26
0,0,1015,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 02:13:22,0
0,0,1007,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:15:22,0
995,995,940,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 02:17:22,0
0,0,955,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:19:22,0
995,995,993,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 02:21:22,29
0,0,1023,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 02:23:22,0
0,0,1018,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:25:22,0
995,995,956,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 02:27:22,0
0,0,949,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:29:22,0
995,995,1024,230,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-15 02:31:22,29
0,0,989,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 02:33:22,0
0,0,1012,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:35:22,0
995,995,957,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 02:37:22,0
0,0,950,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:39:22,0
995,995,995,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 02:41:22,24
0,0,1043,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 02:43:22,2
995,995,997,92,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-15 02:45:22,0
0,0,922,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 02:47:22,0
0,0,976,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:49:22,0
995,995,1018,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 02:51:22,26
0,0,1009,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 02:53:22,0
0,0,1010,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:55:22,0
995,995,955,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 02:57:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 02:59:22,0
995,995,1020,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 03:01:22,876
0,0,884,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 03:03:22,0
0,0,552,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:05:22,0
995,995,474,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 03:07:22,0
0,0,484,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:09:22,0
995,995,2024,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 03:11:22,26
0,0,1559,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 03:13:22,0
0,0,1018,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:15:22,0
995,995,957,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 03:17:22,3
0,0,950,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:19:22,0
995,995,1003,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 03:21:22,24
0,0,1011,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 03:23:22,4
0,0,1019,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:25:22,0
995,995,946,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 03:27:22,0
0,0,951,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:29:22,0
995,995,994,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 03:31:22,26
0,0,1019,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 03:33:22,0
0,0,1031,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:35:22,0
995,995,942,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 03:37:22,0
0,0,956,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:39:22,0
995,995,1006,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 03:41:22,26
0,0,998,46,1,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 03:43:22,0
0,0,1014,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:45:22,0
995,995,963,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 03:47:22,3
0,0,952,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:49:22,0
995,995,979,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 03:51:22,26
0,0,1039,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 03:53:22,0
0,0,1018,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:55:22,0
995,995,928,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 03:57:22,0
0,0,973,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 03:59:22,0
995,995,978,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 04:01:22,26
0,0,1034,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 04:03:22,0
0,0,1024,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:05:22,0
995,995,957,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 04:07:22,0
0,0,933,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:09:22,0
995,995,1008,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 04:11:22,24
0,0,1004,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 04:13:22,2
0,0,1030,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:15:22,0
995,995,955,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 04:17:22,0
0,0,941,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:19:22,0
995,995,1014,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 04:21:22,24
0,0,1025,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 04:23:22,2
995,995,996,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:25:22,0
0,0,953,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 04:27:22,0
0,0,894,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:29:22,0
995,995,983,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 04:31:22,26
0,0,1027,69,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 04:33:22,0
0,0,1026,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:35:22,0
995,995,932,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 04:37:22,0
0,0,942,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:39:22,0
995,995,999,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-15 04:41:22,26
0,0,1042,115,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-15 04:43:22,0
0,0,964,23,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 04:45:22,0
995,995,942,138,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-15 04:47:22,0
0,0,959,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:49:22,0
995,995,994,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 04:51:22,26
0,0,1003,138,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 04:53:22,0
0,0,1024,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:55:22,0
995,995,957,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 04:57:22,0
0,0,940,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 04:59:22,0
995,995,998,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-15 05:01:22,27
0,0,1035,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 05:03:22,2
0,0,998,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 05:05:22,0
995,995,948,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 05:07:22,0
0,0,950,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 05:09:22,0
987,987,991,207,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-15 05:11:22,24
8,8,1034,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-15 05:13:22,2
995,995,1012,92,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-15 05:15:22,0
0,0,952,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-15 05:17:22,3
0,0,959,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-15 05:19:22,0
